"","a1","a10","a11","a12","a13","a14","a15","a16","a17","a2","a4","a6","a7","a8","a9","b1","b10","b11","b12","b13","b14","b15","b16","b17","b2","b4","b6","b7","b8","b9","c1","c10","c11","c12","c13","c14","c15","c16","c17","c2","c4","c6","c7","c8","c9"
"ME105456",1850000,1290000,510000,733000,1200000,1420000,1480000,136000,1160000,2250000,1970000,1830000,1260000,85300,1500000,987000,2100000,291000,1510000,218000,5560000,1260000,1390000,1390000,3290000,59500,1800000,2110000,1420000,1350000,169000,1660000,72600,26600,413000,366000,448000,152000,124000,568000,1390000,396000,954000,195000,103000
"ME105457",6120000,1600000,9060000,6620000,6030000,494000,2550000,7490000,1890000,25800000,10800000,1830000,6050000,7700000,764000,25800000,4400000,27700000,5930000,8560000,2100000,3520000,6190000,938000,28600000,14700000,6620000,1570000,13300000,598000,7330000,4660000,2070000,8170000,9400000,1730000,2280000,3790000,485000,16700000,378000,7020000,4040000,4090000,711000
"ME105458",927000,2420000,4340000,1e+07,2410000,1760000,3820000,1350000,706000,6750000,4260000,1290000,3710000,4630000,512000,5150000,7080000,8630000,5220000,3680000,2430000,7910000,1760000,2960000,5560000,9680000,2610000,2230000,5550000,640000,1790000,4170000,4480000,6890000,14700000,4990000,11200000,2970000,2120000,4040000,2120000,4100000,1390000,5660000,763000
"ME105459",2710000,3140000,27700000,12700000,9690000,2160000,2510000,5500000,3020000,12400000,1.2e+07,803000,9190000,3640000,7540000,2590000,8660000,39500000,56500000,5800000,2300000,12900000,2880000,2760000,3760000,15900000,9260000,19800000,5480000,972000,9260000,4270000,53100000,22500000,5510000,15100000,21200000,12100000,9540000,7750000,6820000,28100000,3400000,1530000,30300000
"ME105460",24000,376000,129000,1150000,37000,16300,247000,279000,340000,94500,57600,33500,561000,11300,30700,155000,156000,515000,1380000,398000,63100,2490000,1210,145000,32300,23600,69300,919000,50900,29000,30200,511000,59500,801000,559000,98200,229000,13000,279000,6410,19600,130000,277000,20200,21400
"ME105461",10800000,10300000,43200000,35200000,6140000,7890000,22500000,9220000,5700000,62500000,1.5e+07,23400000,18400000,33900000,5270000,13600000,2.4e+07,52200000,20300000,10800000,11700000,26600000,7970000,2780000,37400000,30100000,2.6e+07,7780000,24100000,3800000,8920000,10200000,28200000,35600000,19300000,23600000,31400000,15900000,4770000,44600000,5010000,65100000,6540000,82200000,12300000
"ME105462",2280000,6660000,6210000,10300000,5730000,10100000,8840000,7220000,2540000,16300000,10100000,7240000,5130000,1.5e+07,3010000,7950000,14900000,7630000,10800000,5480000,5780000,13100000,5420000,2750000,15500000,10800000,5980000,3720000,10300000,3520000,7180000,8e+06,71900000,17300000,5040000,38300000,10200000,6660000,2670000,16600000,9160000,12300000,3530000,4660000,4440000
"ME105463",1660,32100,3910,1620,3010,1500,NA,1660,1530,15300,4560,1900,2370,5530,6870,7720,NA,2700,2550,3020,2450,2540,8970,3540,5220,14600,27300,29300,24500,1820,21200,4120,33400,167000,1810,42400,80800,58600,12800,48600,2510,11700,1170000,23300,4400
"ME105464",3530000,681000,6640000,4050000,8620000,325000,14700000,303000,6340000,99900,2510000,796000,11100000,2900000,41100,839000,211000,72700000,1670000,1340000,3310000,7990000,32800,28400000,12600000,684000,496000,4800000,772000,133000,1.5e+07,33400000,6160000,2930000,425000,2880000,3080000,10100,8310000,3080000,8e+06,365000,607000,698000,57400
"ME105465",31600,18200,1670000,291000,23000,3010,55200,NA,1780000,47000,46500,1810,541000,617000,1580,80100,1700,1510000,344000,65400,798000,232000,2170,3660000,2950000,1350000,52100,784000,35100,1340,248000,6770000,820000,465000,23200,139000,152000,1780,1010000,44500,772000,16300,89600,1140000,1440
"ME105466",3860,NA,3030,NA,NA,1620,NA,NA,1550,2430,13900,1920,4570,30100,NA,16900,2500,6510,1840,4730,18300,2980,14000,1070,4980,2320000,1740,1950,15500,NA,3250,5350,1720,2360,NA,2510,NA,1620,1710,NA,12800,NA,1570,1810,1960
"ME105467",447000,14600,129000,1150000,314000,16200,746000,84100,17900,862000,1980000,41500,659000,22800,167000,1110000,155000,692000,1080000,545000,182000,1940000,2640,424000,609000,101000,395000,465000,3700000,244000,243000,693000,164000,783000,755000,125000,919000,138000,29600,162000,1160000,256000,16700,25900,177000
"ME105468",31600,464000,978000,10300,15900,2540,25400,1110,54700,3290,5550,11300,388000,4990000,1730,7890,23600,1110000,51700,63200,34700,121000,4390,6120,1390000,8590,19900,34300,5240,NA,80600,248000,12900,21100,11200,863000,16900,2770,3820,4820,23000,18300,2160,5170,4120
"ME105469",3920000,1580000,4320000,10600000,2780000,4910000,2980000,3270000,3010000,10300000,4600000,2280000,8100000,2750000,1750000,7220000,5830000,4410000,5250000,4120000,5010000,16100000,1880000,2530000,12200000,2140000,2490000,3430000,6570000,1200000,3270000,3170000,5310000,5150000,2780000,3770000,9880000,4220000,1960000,1930000,1750000,5350000,3980000,2720000,2360000
"ME105470",NA,NA,NA,NA,NA,NA,1380,NA,NA,NA,1890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3510,NA,NA,NA,1920,NA,NA,632000,NA,NA,1630,1770,NA,1690,NA,NA,NA,NA,NA,8530,NA,NA,NA,NA
"ME105471",2090000,15200000,33800000,8930000,5700000,3360000,4690000,2610000,1110000,7140000,3870000,3550000,3730000,1.8e+07,854000,6310000,1.1e+07,37400000,8720000,6430000,5670000,13800000,1510000,3490000,14100000,6370000,4080000,3920000,4500000,878000,5e+06,7470000,7240000,9320000,8060000,11400000,7620000,5650000,1430000,5720000,3130000,5550000,1690000,5820000,1700000
"ME105472",3410000,4740000,13800000,23600000,3650000,5700000,1.1e+07,3720000,5240000,8380000,9280000,3570000,8740000,4180000,4620000,7800000,8950000,12300000,18600000,5880000,7790000,11200000,4150000,5810000,8630000,9030000,5280000,12600000,9130000,3500000,5690000,5390000,14100000,10500000,4350000,6980000,19400000,3880000,7190000,5450000,3930000,5130000,11500000,7330000,3950000
"ME105473",1900,2110,2420,8340,1410,2040,NA,1790,2080,9060,14000,213000,6210,13800,2510,2890,2800,2090,28600,4380,2410,2760,7660,3510,8480,1390000,2500,1990,2630,1810,68600,29000,2490,50900,1250,7600,2070,2790,154000,4190,1980,90700,9820,9780,2420
"ME105474",22400000,46700000,1.17e+08,1.64e+08,44100000,27900000,63900000,24900000,21200000,1.29e+08,7.3e+07,3.8e+07,70300000,68700000,10500000,1.08e+08,8.8e+07,1.64e+08,1.17e+08,86600000,45700000,1.14e+08,20900000,21600000,87600000,54100000,72900000,38200000,95500000,15600000,41900000,56300000,9.7e+07,1.41e+08,65100000,39900000,1.65e+08,35900000,23200000,80900000,61400000,1.12e+08,27700000,81200000,25300000
"ME105475",3e+05,1520000,1530000,5330000,1670000,499000,3040000,981000,537000,2630000,2340000,1280000,863000,1590000,424000,2020000,3400000,3210000,4480000,1370000,1760000,3200000,966000,592000,2750000,3530000,2090000,1070000,1810000,721000,689000,2120000,2350000,5480000,1730000,1500000,4920000,902000,516000,2540000,1220000,3090000,867000,1340000,910000
"ME105476",101000,246000,720000,813000,329000,135000,460000,368000,79400,991000,478000,201000,305000,445000,68300,710000,597000,1200000,687000,395000,316000,745000,151000,174000,591000,474000,380000,373000,537000,124000,334000,491000,723000,846000,313000,333000,710000,284000,144000,631000,457000,880000,167000,466000,153000
"ME105477",262000,193000,252000,70800,275000,306000,272000,282000,179000,224000,239000,263000,216000,298000,302000,298000,69500,298000,278000,274000,225000,274000,297000,274000,288000,271000,257000,271000,253000,193000,264000,257000,228000,291000,307000,245000,245000,320000,226000,78100,275000,271000,268000,245000,240000
"ME105478",229000,644000,2340000,4510000,1280000,402000,1080000,626000,117000,2910000,1290000,5620000,887000,1570000,185000,1480000,2160000,4050000,3300000,1480000,1530000,1590000,120000,251000,2580000,2390000,1050000,904000,1650000,304000,425000,1040000,2080000,3240000,1320000,1210000,2990000,574000,202000,2640000,650000,1990000,680000,1380000,327000
"ME105479",1790,1880,4090,13800,NA,1930,NA,3350,NA,6420,2780,2450,3560,44500,NA,2540,2670,7370,15400,1930,NA,4950,11100,2060,3510,NA,2310,NA,13600,NA,29600,2780,8640,128000,NA,160000,657000,22900,2230,2830,2120,6510,64200,2840,2190
"ME105480",125000,44200,2850000,707000,2400000,1630,6750,1120000,943000,2620000,826000,17700,825000,6620000,1690000,1470000,2010,14600,89800,248000,541000,4790,1150000,255000,106000,4640000,787000,1430000,3200000,37000,82100,1330,159000,19900,1500000,15100,333000,1180000,707000,275000,747000,1110000,3090,1790000,1820000
"ME105481",71600,2520,615000,58200,396000,1390,1950,95100,53700,689000,413000,1810,268000,1760000,901000,468000,1960,405000,314000,2600,138000,32900,113000,34400,428000,2820000,1950,235000,259000,298000,23400,NA,782000,161000,215000,2630,11000,61300,34300,239000,114000,255000,1390,1100000,942000
"ME105482",3370,519000,155000,220000,217000,1580,159000,40400,49700,2200000,273000,213000,150000,429000,77100,1480000,95400,556000,210000,346000,14400,463000,226000,119000,326000,321000,443000,112000,3390000,39100,3710,14500,128000,303000,237000,16700,902000,24600,37100,223000,6050,447000,18100,88100,103000
"ME105483",11500,1540,266000,34400,228000,NA,3800,5460,4940,269000,102000,1640,20100,1110000,251000,250000,2070,21200,201000,1550,67000,39700,15200,6840,84300,2020000,4500,70600,134000,112000,2950,NA,519000,17900,8690,5250,106000,11600,14200,7660,33600,80700,1280,590000,504000
"ME105484",115000,65700,138000,145000,57000,21400,84600,162000,9570,1100000,521000,21600,48700,55900,27600,69400,156000,554000,44200,116000,23400,34600,197000,8500,848000,146000,5100,39800,415000,26300,49300,212000,66900,114000,135000,86400,70300,94200,21900,730000,114000,89500,24300,257000,13300
"ME105485",462000,308000,2090000,270000,10800,21900,81100,526000,65600,6480000,494000,174000,1900000,265000,74300,397000,681000,1780000,94200,224000,219000,518000,128000,244000,2900000,889000,36100,783000,1540000,19200,1910000,421000,655000,802000,106000,787000,164000,961000,20600,1480000,1470000,1370000,162000,746000,655000
"ME105486",1970,NA,2120,4120,NA,NA,NA,NA,2200,30400,21500,1630,4730,15300,1660,2020,NA,NA,7230,NA,1310,NA,2370,NA,1890,9270,NA,26700,NA,1960,3250000,3340,2210000,3550000,15500,5030,34100,1800000,2150,17100000,17400,554000,92400,395000,31400
"ME105487",NA,NA,2060000,2390,NA,NA,52800,1550,NA,1910,1740,1910,2030,1860,NA,NA,NA,29500,9870,NA,NA,1820,1680,NA,187000,11900,NA,NA,2160,NA,25700,NA,NA,5340,2630,11400,NA,NA,NA,1930,NA,1700,NA,NA,1770
"ME105382",NA,NA,1650,NA,11400,NA,1680,NA,NA,1880,1680,NA,1680,1970,NA,1560,NA,118000,NA,361000,1330,1510,NA,NA,NA,2010,NA,NA,2440,1330,NA,NA,NA,NA,2820,NA,1680,2420,NA,1640,NA,3570,NA,NA,NA
"ME105489",7900000,17600000,1.1e+08,32800000,11900000,41100000,42300000,6040000,7.9e+07,1130000,2030000,5350000,10300000,3340000,524000,761000,35100000,46200000,8230000,22800000,44100000,52200000,73400000,72200000,3200000,28100000,15900000,37400000,4120000,4530000,13100000,7540000,16800000,2800000,801000,45500000,8930000,7570000,70700000,2340000,288000,23100000,4610000,1800000,6690000
"ME105490",2130000,4950000,13800000,27600000,2290000,3480000,5410000,1300000,3370000,4150000,2700000,1720000,3610000,2330000,492000,13600000,15700000,1.3e+07,16300000,3770000,4550000,8800000,1940000,4470000,4370000,4760000,3170000,4610000,4020000,2280000,3120000,19100000,15200000,8270000,2470000,12200000,21700000,1320000,5780000,3490000,1690000,3860000,2480000,2180000,940000
"ME105491",1380000,112000,4800000,725000,93100,218000,268000,646000,1350000,12400,22700000,55900,196000,5130000,2100000,216000,24600,122000,568000,136000,53800,34500,416000,91400,153000,12700000,101000,14100000,221000,1330000,147000,47400,53600000,40000,1700000,38600,30300,133000,363000,57900,418000,2090000,111000,1630000,8410000
"ME105492",3030000,3650000,2520000,4130000,3450000,4490000,1e+07,4510000,3680000,689000,4120000,6280000,2220000,5500000,9420000,2430000,5620000,2490000,4380000,6220000,4850000,1550000,5240000,4280000,995000,5290000,5390000,3750000,3350000,5400000,2540000,5240000,4210000,2760000,4130000,1980000,4300000,6110000,5190000,1950000,6150000,3090000,4330000,4910000,3910000
"ME105493",71100,78300,321000,622000,142000,21400,120000,1210000,117000,167000,145000,26100,503000,97200,937000,156000,1140000,477000,263000,58700,118000,197000,1010000,110000,865000,1220000,93200,469000,54700,169000,227000,1070000,693000,263000,81600,75900,221000,1110000,214000,121000,1050000,772000,110000,668000,861000
"ME105494",127000,45000,1270000,278000,17600,13900,58800,10700,38100,1700000,988000,15500,2710000,134000,12000,90700,76400,108000,173000,58000,16300000,4550000,3230,5270,47300,1120000,77300,33500,648000,20900,2890000,19900,36400,963000,68400,8150000,7260,40400,12600,119000,28900,196000,20800,13800,44000
"ME105495",1630000,NA,2170,13900,144000,1710,412000,270000,687000,2190000,30200,237000,5670000,34700,19800000,1900000,2760,2960,139000,45200,3600,5190000,397000,NA,5080000,31000,NA,1960000,10100,7190000,2860000,1870,4930000,22300,25100,1730,17200000,399000,1970,4890000,3730,2400,1910000,80300,22900000
"ME105496",183000,5080,315000,36900,7110,7750,11900,17800,359000,50800,1550000,5630,245000,4420000,792000,44300,14600,7010,1230000,4340,183000,5520,21000,18500,16100,2570000,13400,2400000,40200,84700,1560000,7350,7410000,33000,375000,642000,169000,1170000,176000,2210000,102000,2220000,117000,1690000,1090000
"ME105488",426000,527000,133000,448000,737000,522000,560000,394000,472000,403000,515000,663000,255000,5e+05,220000,407000,673000,112000,424000,379000,565000,254000,604000,154000,575000,220000,792000,537000,388000,450000,540000,465000,446000,547000,420000,624000,102000,529000,591000,441000,702000,295000,476000,417000,515000
"ME105497",217000,227000,858000,1540000,98100,9040,153000,238000,96100,2750000,594000,208000,1310000,297000,223000,736000,1170000,3530000,667000,410000,52800,515000,757000,325000,512000,1730000,212000,304000,1380000,96000,1380000,364000,611000,4420000,74200,745000,1060000,423000,71100,509000,714000,1380000,431000,713000,287000
"ME105498",38500,552000,1470000,1260000,840000,29300,251000,304000,178000,922000,318000,233000,128000,836000,182000,41100,971000,463000,977000,541000,189000,266000,231000,190000,743000,1460000,416000,139000,130000,61300,202000,572000,1640000,1040000,722000,150000,507000,244000,86100,845000,197000,578000,271000,712000,214000
"ME105385",2080,3220,10700,25100,2220,NA,1220,3130,NA,4710,6150,1500,12600,2050,NA,6350,3310,37200,3880,1900,2860,3310,1610,1900,2850,11400,2320,1850,4370,NA,7200,2000,494000,12800,2320,1360,13200,2230,1760,3540,NA,8420,1980,2680,1620
"ME105386",169000,22700,87900,16700,31600,9310,7220,6300,10200,204000,22900,30000,258000,366000,14100,63700,49500,120000,37500,40200,10100,29500,76200,1e+05,47000,224000,18900,24300,988000,14100,125000,48200,23600,78300,33200,34700,14000,83400,34200,77100,138000,112000,5830,16800,63000
"ME105499",2130,NA,5250,1270,NA,1740,NA,1770,2050,2610,2250,2300,4120,3010,NA,1800,NA,632000,1460,3830,2720,3020,2380,1840,2950,34500,2160,2330,3120,1060,1960,7500,23200,3010,2030,19300,2340,15800,NA,2850,1890,4390,2300,1100,1960
"ME105500",119000,969000,1750000,3170000,267000,266000,1030000,254000,145000,1540000,1250000,188000,805000,392000,96600,1040000,1190000,1790000,2140000,795000,1030000,1630000,135000,118000,1100000,2030000,1e+06,540000,1090000,330000,219000,897000,1130000,2290000,1050000,881000,2020000,458000,161000,2730000,306000,1900000,760000,1190000,271000
"ME105501",879000,88500,607000,1130000,382000,118000,1150000,392000,64400,1210000,328000,232000,387000,439000,305000,264000,586000,977000,596000,191000,572000,107000,213000,201000,526000,1390000,668000,94800,374000,286000,724000,628000,615000,975000,149000,2390000,272000,479000,159000,809000,609000,750000,190000,7e+05,441000
"ME105502",21600000,41500000,49100000,96100000,52900000,21700000,85400000,3.6e+07,18200000,26900000,61300000,36100000,37700000,75900000,16100000,76800000,81600000,92300000,84900000,47200000,52700000,87700000,32800000,22500000,25200000,1.75e+08,50200000,33100000,49600000,23100000,31700000,54800000,74100000,1.13e+08,63600000,34900000,1.09e+08,32900000,24100000,31300000,38300000,76300000,32700000,82500000,20500000
"ME105503",42700000,116000,566000,6430000,1440000,208000,2350000,1420000,11800000,1940000,699000,1300000,668000,291000,11200,1.61e+08,22200000,30600000,2170000,2640000,880000,7800000,879000,11800000,3650000,516000,3240000,276000,15600000,496000,34900000,7980,3380000,2070000,1500000,434000,659000,1020000,1270000,766000,3070000,2540000,393000,213000,3200
"ME105504",39700000,24600000,1.04e+08,2.4e+08,35400000,51400000,65800000,9220000,11400000,39700000,52200000,1.66e+08,29100000,2.14e+08,12200000,2.71e+08,51300000,42300000,2.6e+08,67300000,34600000,88800000,11800000,2.9e+07,54700000,4.07e+08,1.08e+08,58800000,45100000,19500000,41800000,77700000,34100000,1.74e+08,31600000,12200000,2.44e+08,4500000,16300000,47300000,1.9e+07,65900000,1.18e+08,1.24e+08,7960000
"ME105505",7980000,19800000,40300000,60400000,26700000,11300000,18700000,12500000,9400000,40800000,2.3e+07,12100000,17600000,3.5e+07,9020000,25300000,29400000,45400000,39400000,27100000,25200000,26800000,10400000,7170000,32600000,56800000,18300000,1.5e+07,3.2e+07,9020000,14100000,2.2e+07,35900000,51200000,27700000,25100000,25800000,1.5e+07,6430000,26800000,15400000,26100000,11700000,30800000,11800000
"ME105506",10900,8250,10400,139000,1380,2370,19000,5320,2300,4110,10400,69000,4110,107000,1880,737000,11800,14600,25500,16000,5170,60700,1860,4350,2550,92000,38000,17100,36000,8740,4420,1420,7120,73400,27900,1290,84500,2300,2120,3720,3890,59100,124000,11100,1850
"ME105507",131000,54600,438000,356000,152000,30800,204000,351000,31500,1650000,353000,90700,1380000,286000,117000,1180000,366000,2770000,294000,265000,129000,362000,407000,375000,325000,576000,143000,125000,453000,153000,241000,910000,1180000,260000,644000,589000,1130000,283000,83100,651000,171000,825000,112000,222000,132000
"ME105508",75000,255000,1660000,771000,336000,93900,228000,266000,53300,1500000,732000,655000,1120000,2130000,92500,2480000,289000,1940000,275000,556000,238000,476000,1380000,290000,853000,29200,281000,79000,1080000,117000,240000,244000,1620000,857000,615000,432000,1650000,728000,27100,1740000,511000,620000,253000,214000,145000
"ME105509",113000,152000,31100,46600,272000,278000,197000,141000,171000,193000,46300,146000,286000,165000,226000,924000,195000,226000,290000,211000,265000,105000,332000,223000,154000,203000,150000,15600,185000,132000,381000,136000,295000,217000,182000,147000,404000,260000,173000,125000,181000,145000,70700,248000,229000
"ME105510",1020000,987000,897000,1040000,882000,956000,978000,1050000,1120000,961000,1040000,926000,958000,989000,906000,965000,959000,990000,1060000,1190000,1030000,1040000,1060000,1200000,952000,928000,925000,1010000,962000,1280000,1160000,1e+06,969000,1040000,1050000,1e+06,901000,1050000,1060000,959000,1e+06,993000,1240000,1180000,936000
"ME105511",2200,1890,2530,39200,1580,4520,2230,2210,1410,3050,20300,20100,27100,619000,1530,1100000,2010,29000,2110,2060,2250,2040,1830,1730,1890,1920,13100,2080,1780,1800,88700,1810,1710,1660,1660,2170,427000,3350,1880,1790,985,1800,2040,1660,NA
"ME104134",5560000,1830,15400,20500,3120000,5520,9060,2930,50500,5180000,636000,3610,99600,69800,5990,385000,4480,6610000,125000,153000,36300,50500,254000,69000,127000,54200,11600,437000,154000,19300,1500000,19900,69200,61200,22600,1210000,34200,2300000,34700,73700,23400,2020000,4560,19400,159000
"ME104135",718000,1740,25700,15600,4270,7360,2310,12800,6970,228000,2410000,1930,28600,141000,8680,16300,1730,58000,17700,4850,23800,17400,72700,9100,20300,393000,23600,199000,27100,6310,116000,7550,2380000,2460,22400,55300,19400,38200,6800,29400,203000,127000,2360,21900,73700
"ME105512",1430000,357000,761000,909000,2150000,35500,2050000,798000,2470000,1240000,1190000,489000,998000,7400000,644000,3220000,5870000,2310000,2210000,663000,1250000,1420000,1180000,56200,537000,11600000,1600000,359000,362000,1270000,1140000,105000,33600,1990000,475000,176000,590000,818000,2240000,836000,92500,1760000,16500,1150000,3790000
"ME105513",16900,4600,211000,433000,21100,1160,181000,10200,7600,241000,159000,6240,48500,17400,1040,406000,154000,330000,386000,17400,18300,48500,17700,1160,117000,460000,117000,27300,135000,2110,14800,33800,427000,279000,32200,3230,545000,55700,10300,441000,49400,221000,89900,97900,1170
"ME105383",3.67e+08,2.47e+08,1.03e+09,1.04e+09,4.69e+08,5.17e+08,4.39e+08,1.63e+08,9.7e+07,3.61e+08,5.2e+08,5.94e+08,3.82e+08,1.04e+09,1.55e+08,1.51e+09,5.35e+08,5.05e+08,1.08e+09,8.51e+08,3.98e+08,1.04e+09,1.02e+08,3.26e+08,3.28e+08,4.35e+08,7.82e+08,3.5e+08,2.95e+08,1.01e+08,5.49e+08,8.43e+08,3e+08,4.8e+08,3.15e+08,2.76e+08,1.46e+09,1.6e+08,1.3e+08,3.32e+08,1.96e+08,8.97e+08,6.91e+08,4.52e+08,1.45e+08
"ME105384",7010000,11800000,62800000,91300000,11800000,2210000,45400000,1200000,25800000,43600000,22900000,7260000,38600000,27900000,2290000,55300000,20800000,78900000,41700000,16400000,2.1e+07,80400000,1150000,9990000,91600000,22300000,13800000,34100000,46100000,9760000,14600000,14600000,3.6e+07,58200000,14700000,20400000,1.08e+08,934000,7020000,57100000,12900000,2.4e+07,21800000,26300000,9360000
"ME105368",1440000,603000,3350000,4610000,2580000,2750000,2930000,2300000,1010000,12100000,2310000,1250000,5020000,2400000,555000,4090000,3950000,8560000,3800000,2250000,2430000,8370000,2260000,5090000,4150000,3900000,1520000,4110000,5650000,1070000,2760000,8050000,1970000,3460000,5250000,6630000,2450000,5210000,1300000,2210000,3350000,3430000,698000,3350000,708000
"ME105369",1430000,1640000,6460000,3980000,2960000,1050000,1920000,2280000,851000,5480000,3080000,1220000,3990000,2400000,747000,2180000,2010000,7440000,2590000,2670000,1690000,2790000,2490000,1010000,3930000,804000,1300000,1950000,6220000,1180000,1790000,1750000,5440000,3e+06,3860000,2260000,9100000,1950000,781000,5570000,2540000,2290000,1810000,2370000,1440000
"ME105514",28600,156000,455000,767000,237000,27300,189000,111000,15800,848000,298000,31600,25500,140000,22400,320000,347000,767000,284000,56600,224000,153000,137000,31500,833000,178000,1e+05,86300,234000,15900,63300,166000,394000,709000,188000,98200,172000,97600,41600,809000,10500,193000,23000,210000,14600
"ME105515",11100,258000,1190000,1330000,511000,86000,140000,108000,91300,1840000,992000,121000,2290000,864000,12700,2940000,543000,1340000,1070000,952000,422000,1860000,170000,45200,1510000,2090000,259000,272000,3140000,17700,116000,1870000,764000,972000,3070000,531000,1990000,376000,35200,1020000,185000,885000,372000,1100000,12000
"ME105516",2780000,3970000,9930000,10400000,7830000,2340000,7770000,3310000,1710000,9120000,9110000,3320000,4460000,8610000,1870000,10400000,1e+07,11200000,9940000,5760000,5360000,7060000,2450000,2940000,7850000,17900000,4880000,3940000,11900000,2870000,4210000,9040000,12700000,10200000,7880000,6600000,13200000,3650000,3030000,8430000,7090000,9070000,4860000,10900000,2720000
"ME105517",126000,8740,230000,207000,36000,11500,50800,297000,25600,562000,89400,44700,1720000,34300000,6280,17600,1990000,193000,161000,76200,181000,154000,4270,8150,31600,40200000,69900,16900,1470000,13100,190000,1.04e+08,646000,5990000,22000,768000,189000,3340000,317000,351000,1780000,3370000,38900,13900000,135000
"ME105518",691000,1370000,5e+06,13600000,3450000,737000,2740000,593000,676000,1830000,2270000,2570000,2930000,5050000,399000,13200000,2450000,6300000,5200000,3690000,4720000,1720000,433000,1220000,4240000,5100000,2550000,1170000,2060000,586000,1770000,1880000,8430000,6890000,3940000,3730000,9850000,1670000,901000,7450000,2010000,5130000,2110000,945000,607000
"ME105519",467000,72100,487000,46300,282000,81600,154000,79700,53000,1090000,35400,240000,3330000,27100,86100,6620000,412000,454000,388000,553000,37600,1100000,1440000,3e+05,381000,806000,342000,382000,1650000,80200,3740000,897000,5920000,5590000,674000,13100000,7500000,4100000,3730000,63400000,1360000,1840000,2490000,2010000,1760000
"ME105520",NA,NA,2100000,1980,1850,NA,1120,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,1680,NA,1990,NA,248000,NA,1710,NA,NA,NA,30900,NA,NA,NA,NA,1870,NA,2090,1730,1910,NA,NA,NA,1680,NA
"ME105521",35400,92600,225000,118000,99900,48400,68500,110000,68800,599000,188000,121000,165000,381000,12800,979000,56000,618000,49200,146000,1060000,616000,257000,30200,3840000,701000,139000,38500,494000,17800,168000,105000,405000,117000,1150000,121000,159000,66800,45300,1760000,11400,290000,54300,360000,71800
"ME105522",11500,6100,25000,25300,25900,17000,20900,47900,44800,22800,15700,21900,69000,19400,32300,32700,13500,56000,31200,25200,16300,55200,6800,17400,9590,26900,21300,49400,9090,17600,15500,20400,110000,29600,16200,27500,25400,12800,811000,61000,8590,17800,3710,7330,29900
"ME105523",390000,512000,521000,314000,241000,476000,593000,403000,568000,454000,523000,588000,348000,490000,562000,422000,521000,523000,434000,558000,171000,501000,257000,532000,569000,464000,502000,487000,481000,1050000,411000,406000,564000,459000,223000,339000,501000,365000,487000,506000,307000,371000,562000,603000,356000
"ME105524",484000,445000,445000,461000,528000,452000,339000,463000,624000,385000,444000,561000,6e+05,635000,607000,312000,393000,227000,356000,551000,434000,409000,429000,553000,343000,544000,488000,312000,452000,573000,558000,440000,421000,322000,395000,445000,454000,452000,537000,252000,554000,513000,558000,533000,528000
"ME105525",86900000,98800000,1.95e+08,1.72e+08,72300000,42100000,90600000,89200000,45200000,2.21e+08,95100000,29300000,2.22e+08,36500000,13100000,3.03e+08,2.16e+08,3.93e+08,1.14e+08,1.74e+08,74700000,1.65e+08,57100000,41800000,1.84e+08,38100000,38600000,1.09e+08,1.06e+08,17100000,1.65e+08,68900000,1.02e+08,1.57e+08,1.58e+08,1e+08,2.24e+08,1.11e+08,1.1e+08,1.44e+08,56700000,1.25e+08,61800000,60700000,3.1e+07
"ME105526",715000,1240000,1100000,2550000,1710000,841000,1590000,1800000,1150000,1210000,3240000,4180000,1490000,2390000,1790000,1010000,2790000,772000,1770000,1390000,1430000,1070000,814000,1620000,920000,3820000,4710000,864000,1530000,1010000,1290000,3970000,2190000,1640000,1940000,589000,1710000,1470000,964000,1190000,4480000,2920000,1700000,915000,1e+06
"ME105527",1.7e+07,1.6e+07,14300000,15100000,15100000,16700000,15800000,15700000,19200000,1.5e+07,15200000,17300000,14700000,14600000,1.7e+07,14600000,27300000,14600000,14800000,15400000,16800000,15500000,18300000,16500000,15300000,13700000,1.6e+07,16700000,14300000,16500000,15500000,16300000,13700000,14700000,14900000,15100000,14700000,15700000,17700000,14300000,14900000,14200000,15400000,15900000,16500000
"ME105528",59600,469000,3420000,8440000,1550000,221000,1020000,32300,93900,1430000,5530000,336000,3220000,2150000,110000,3530000,1970000,5200000,1640000,2080000,1480000,505000,71900,198000,1290000,3760000,390000,1510000,5120000,133000,114000,1200000,4500000,3300000,3990000,1310000,7610000,190000,133000,398000,4770000,970000,1190000,54300,49700
"ME105529",5640,53500,99500,3470000,25900,9050,39700,115000,56400,6170,33200,20000,296000,106000,1330,69600,3910,2220000,2840000,181000,128000,1640000,30500,51900,2050,2720000,194000,49500,254000,6390,11200,1670,823000,3850000,15200,9290,240000,3190,37600,5830,25200,1710000,48600,126000,19900
"ME105530",44900,266000,127000,173000,82100,207000,131000,126000,210000,37700,94900,127000,486000,198000,102000,17700,306000,129000,221000,66200,518000,37600,160000,175000,112000,95200,225000,273000,153000,876000,124000,405000,462000,164000,80300,38100,466000,133000,391000,328000,759000,373000,159000,88300,119000
