"","a1","a10","a11","a12","a13","a14","a15","a16","a17","a2","a4","a6","a7","a8","a9","b1","b10","b11","b12","b13","b14","b15","b16","b17","b2","b4","b6","b7","b8","b9","c1","c10","c11","c12","c13","c14","c15","c16","c17","c2","c4","c6","c7","c8","c9"
"ME105176",1520000,3870000,9760000,14400000,6530000,2460000,8160000,3370000,1940000,11100000,7150000,3360000,4280000,6460000,2350000,8460000,10200000,13700000,11300000,5380000,6450000,9760000,2740000,2540000,10600000,15500000,5660000,4410000,7620000,2360000,2560000,5580000,12700000,13800000,7210000,6320000,13500000,3050000,2500000,10200000,4100000,8820000,3360000,6730000,4150000
"ME105177",1020000,510000,5850000,5220000,1430000,1400000,1950000,3750000,417000,33900000,11100000,1590000,2330000,13100000,18300,3720000,17700000,15700000,1870000,3140000,1330000,3180000,6410000,351000,1.05e+08,21200000,3480000,3070000,8430000,19900,1440000,3600000,2890000,3590000,2640000,4090000,3690000,8480000,1080000,7.3e+07,3870000,14900000,484000,27700000,211000
"ME105178",30400000,1.07e+08,1.04e+08,4.06e+08,2.22e+08,90600000,3.7e+08,1.27e+08,92100000,1.18e+08,2.23e+08,1.27e+08,49400000,90800000,81100000,97600000,97200000,1.08e+08,2.15e+08,1.27e+08,2.88e+08,1.33e+08,1.76e+08,73300000,1.32e+08,2.5e+08,1.78e+08,1.5e+08,94200000,1.02e+08,29800000,91500000,2.48e+08,2.19e+08,1.94e+08,91300000,2.54e+08,1.03e+08,72400000,1.42e+08,98800000,1.09e+08,2.46e+08,46600000,59200000
"ME105179",144000,591000,1130000,2230000,810000,350000,1150000,417000,224000,1300000,1090000,435000,471000,819000,134000,1190000,1320000,1630000,1670000,664000,717000,1040000,346000,309000,1440000,1470000,318000,551000,877000,316000,228000,482000,1250000,1970000,845000,669000,1590000,396000,214000,1210000,555000,1120000,426000,665000,278000
"ME105180",866000,2900000,1580000,22400000,1020000,3970000,4650000,6110000,541000,3090000,273000,27900,660000,859000,1510000,173000,1530000,796000,1480000,362000,117000,4200000,660000,237000,333000,5e+05,97700,359000,226000,426000,154000,799000,3650000,12500000,150000,5680000,7840000,3370000,2530000,2650000,3180000,1260000,649000,647000,3720000
"ME105181",12200,107000,786000,735000,531000,54000,569000,109000,20200,257000,652000,91300,170000,363000,34800,773000,504000,922000,393000,367000,66900,657000,56300,42200,1050000,249000,94000,149000,445000,104000,101000,154000,511000,544000,480000,14200,791000,51300,68400,1260000,42100,706000,169000,508000,80100
"ME105182",52200,5600000,2980000,3800000,2550000,199000,475000,3670000,387000,2670000,3920000,244000,2560000,7890000,5180000,16600,881000,258000,1880000,3680000,1290000,628000,4350000,47200,417000,10600000,2300000,785000,1260000,3370000,7940000,1120000,18200000,23600000,4860000,6850000,1.9e+07,15500000,12500000,17600000,2770000,16800000,12500000,1.2e+07,8960000
"ME105183",1810000,6650000,36200000,16900000,1e+07,4160000,6200000,5170000,1620000,12800000,4630000,4100000,9630000,3390000,735000,5850000,13700000,31300000,7380000,2.2e+07,8440000,1.9e+07,2030000,1270000,4680000,3820000,7350000,5630000,6500000,1950000,3060000,6560000,15400000,13300000,10200000,9100000,18400000,5870000,2250000,7160000,9550000,15600000,6670000,6960000,3020000
"ME105184",2590000,5350000,10300000,18900000,6840000,3310000,9450000,4770000,2520000,12500000,8890000,4970000,5380000,7050000,2640000,11500000,11100000,13400000,15100000,7360000,7570000,10300000,3530000,3040000,10200000,13700000,6750000,5060000,9370000,3290000,4580000,7030000,11400000,3750000,8010000,5900000,13300000,3380000,2850000,1.2e+07,5810000,10700000,4470000,6950000,3430000
"ME105185",35900,457000,528000,197000,51000,110000,150000,57800,138000,159000,74100,16300,68600,23100,24900,157000,255000,131000,47700,115000,108000,54600,52500,1e+05,75600,130000,98400,38000,74300,42600,49000,598000,128000,179000,155000,170000,98200,30900,47200,87600,54500,163000,27700,82000,16700
"ME105186",5030,622000,357000,52000,14600,9300,6380,3330,2180,4630,9400,994,6050,718000,1780,8440,163000,140000,111000,16500,28000,26200,1510,4830,103000,20700,38800,10900,7090,1950,27000,27800,25400,54400,6730,126000,8570,2670,8200,17700,14500,110000,1140,42200,3870
"ME105187",92700,98500,169000,42000,129000,140000,164000,110000,131000,94000,152000,162000,81700,151000,101000,52100,82000,59300,23400,102000,121000,129000,109000,114000,109000,98600,166000,116000,142000,104000,164000,127000,114000,105000,140000,113000,76000,129000,141000,143000,147000,49200,1e+05,132000,131000
"ME105188",11200,4640,14800,120000,1630,9490,5880,1830,2770,959000,11800,4480,24300,8780,25200,5050,6770,14100,9170,8030,8920,15800,10600,5630,58000,21700,3010,3070,30400,5650,6950,46900,128000,57000,4400,13700,32500,23300,7540,35000,17400,34100,9000,3150,12600
"ME105189",4770000,23400000,15800000,18300000,17300000,8420000,1.1e+07,19800000,11200000,16900000,19800000,10800000,17600000,24500000,24500000,4490000,12400000,10800000,14900000,18800000,18400000,1.1e+07,23800000,6730000,10700000,23400000,17300000,12600000,13200000,19700000,24500000,14200000,23200000,29100000,22300000,23900000,25200000,32900000,30800000,27100000,17300000,29300000,2.7e+07,24600000,26800000
"ME105190",3680000,42800000,45500000,49900000,3e+07,6e+06,10200000,4.2e+07,1e+07,52400000,44800000,8840000,28600000,92500000,39400000,7790000,13400000,26400000,26400000,44900000,15500000,12700000,3.8e+07,5620000,23700000,1.64e+08,28700000,10600000,27300000,30300000,87100000,13900000,2.39e+08,3.43e+08,52800000,53900000,2.41e+08,1.29e+08,86900000,3.43e+08,31300000,1.95e+08,1.18e+08,1.13e+08,71600000
"ME105191",454000,1560000,2100000,1980000,396000,950000,1150000,1860000,657000,2530000,2250000,1620000,934000,1240000,393000,1810000,2910000,2700000,3660000,997000,2780000,2240000,1130000,645000,2320000,1970000,3300000,1280000,1830000,594000,729000,1990000,2060000,4060000,1300000,2020000,2940000,1170000,571000,2200000,1620000,3690000,1100000,1900000,615000
"ME105192",132000,632000,748000,1080000,2040000,619000,511000,12900000,126000,323000,78200,356000,310000,353000,488000,4e+05,857000,616000,2800000,1470000,514000,1e+06,5820000,93300,228000,675000,373000,1300000,510000,111000,56100,541000,532000,844000,47100000,566000,1420000,176000,229000,393000,183000,21600000,2e+05,20400000,192000
"ME105193",2270,15800,18200,3250,128000,2450,29700,62900,2210,1670,5340,2360,3770,2820,2300,3700,3760,5850,140000,10300,16500,8740,244000,2740,75600,7300,10400,668000,3010,2150,2470,4990,14900,15100,442000,3710,9030,2520,2130,3710,2480,447000,9120,2420000,2610
"ME105194",28000,29700,147000,178000,71200,32200,21600,76300,16000,573000,73800,6690,70500,89600,7040,74000,174000,422000,103000,75300,1090000,201000,44100,1900,287000,111000,37400,67400,277000,8470,61500,13200,195000,196000,291000,409000,88100,78600,3730,315000,41700,148000,335000,25200,26600
"ME105195",4710000,16400000,27300000,60500000,20500000,10700000,35100000,1.2e+07,8200000,55400000,25400000,21200000,13500000,33800000,5260000,3.2e+07,39400000,37700000,44100000,29100000,35100000,49500000,10500000,6100000,38200000,54400000,33400000,10200000,39800000,6470000,1.9e+07,31300000,30500000,4.7e+07,27800000,22700000,1.4e+08,13500000,6900000,52200000,28200000,4e+07,12100000,24600000,7820000
"ME105196",7770000,21600000,22400000,4200000,11800000,3710000,11600000,11800000,8e+06,22400000,6630000,834000,9500000,1500000,2460000,10600000,2820000,23200000,1850000,13400000,3250000,1.5e+07,5710000,2480000,26500000,3200000,1550000,7020000,9490000,10300000,2260000,3260000,3290000,1870000,1.3e+07,6680000,35700000,6970000,2960000,38200000,1540000,1970000,14800000,8990000,8060000
"ME105197",98400,93700,127000,219000,54300,50900,217000,246000,51800,134000,12600000,46000,148000,724000,89400,156000,173000,135000,402000,31100,847000,274000,64900,7930,1210000,3230000,23200,2280000,142000,66300,37700,153000,7300000,249000,739000,15600,190000,49400,35900,357000,37500,920000,10500,428000,315000
"ME105198",2430000,2340000,3950000,9050000,5120000,1340000,2950000,3790000,1010000,15600000,4060000,2580000,1050000,3980000,1190000,8700000,6680000,26600000,8190000,10100000,4200000,4750000,5040000,977000,16800000,2850000,4250000,1290000,5380000,959000,4110000,2760000,5150000,4530000,6e+06,3420000,2710000,3150000,1090000,17100000,2020000,4570000,3140000,2620000,1050000
"ME105199",2200000,1720000,2630000,4540000,2640000,982000,4730000,2110000,819000,5420000,2770000,1330000,516000,3780000,863000,4720000,2880000,7900000,4720000,3180000,2190000,1890000,3310000,692000,6210000,4080000,2330000,1080000,4360000,1350000,2490000,1760000,2590000,2660000,2500000,9860000,1080000,2300000,602000,5810000,1970000,2300000,1350000,2130000,751000
"ME105200",125000,723000,846000,686000,57600,45100,410000,191000,81400,650000,369000,233000,246000,128000,36700,476000,517000,1620000,299000,409000,271000,8e+05,150000,37700,728000,38900,154000,219000,408000,97400,56600,280000,495000,356000,208000,237000,672000,181000,111000,844000,155000,587000,99800,344000,102000
"ME105201",6e+05,127000,1e+05,330000,210000,66500,145000,131000,30700,1880000,178000,234000,7420,189000,191000,372000,163000,1580000,564000,574000,74400,167000,486000,96400,592000,444000,1860000,137000,299000,68200,1930000,71100,187000,355000,179000,105000,271000,168000,30700,1370000,411000,398000,88400,30200,23400
"ME105202",1770000,1210000,2060000,2e+07,16700000,1080000,13600000,5630000,491000,65800000,49700000,10100000,3450000,44900000,13400000,4640000,3300000,5630000,5850000,28500000,2510000,1.2e+07,9760000,516000,44600000,63200000,42600000,4410000,19500000,10400000,1970000,2190000,17700000,55100000,30300000,4010000,35800000,7110000,1670000,45700000,5920000,22800000,5840000,37200000,2530000
"ME105203",1110000,288000,641000,1290000,1560000,111000,1510000,550000,1500000,1310000,1080000,323000,769000,7060000,417000,4300000,7320000,2930000,2090000,163000,944000,1180000,867000,173000,651000,17400000,1200000,5e+05,209000,812000,801000,107000,1670000,2270000,367000,348000,1250000,742000,1560000,882000,365000,1760000,288000,1070000,2810000
"ME105204",10800000,3020000,50400000,38200000,21400000,60000,1.3e+07,4650000,15700000,65800000,34300000,3470000,17700000,7780000,7390000,4.6e+07,7220000,1.1e+08,15900000,10800000,1370000,22800000,881000,2770000,52500000,17900000,7420000,10200000,4.3e+07,17200000,12900000,1350000,36200000,28700000,18200000,2530000,24700000,1070000,9630000,52600000,18100000,12400000,7900000,31700000,18200000
"ME105205",136000,667000,1170000,3940000,707000,37600,308000,241000,26600,172000,709000,597000,488000,249000,104000,952000,779000,1800000,2430000,666000,213000,121000,460000,37400,198000,679000,983000,772000,501000,203000,237000,545000,2030000,2900000,640000,210000,187000,867000,40700,243000,349000,1180000,807000,213000,182000
"ME105206",148000,191000,152000,169000,101000,78500,147000,133000,168000,127000,128000,183000,199000,114000,160000,142000,62600,76300,165000,182000,126000,75100,81900,192000,173000,35100,181000,169000,122000,182000,190000,149000,129000,158000,168000,131000,128000,152000,56600,107000,126000,95600,119000,161000,167000
"ME105207",1680,NA,NA,NA,1450,NA,NA,NA,NA,728000,875000,NA,NA,1540,2300,NA,NA,1770,NA,9720,NA,NA,2020,NA,275000,1550,NA,NA,154000,NA,NA,NA,NA,NA,2940,1510,NA,NA,NA,686000,1740,7010,4880,NA,1470
"ME105208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2510,1680,2630,2560,NA,2640,70900,8160,NA,NA,NA,NA,NA,1820,573000,2730,NA,NA,34700,NA,NA,NA,1270,13200,NA,NA,1810,1720,10200,NA,10500,NA,NA,NA,8490
"ME105209",347000,1520000,2280000,2460000,1270000,198000,765000,809000,248000,1980000,1560000,952000,1030000,1400000,233000,1310000,1560000,2890000,1380000,966000,774000,873000,228000,231000,2010000,2160000,1410000,838000,1870000,151000,483000,949000,1740000,1990000,1050000,1070000,1500000,486000,56900,2020000,662000,1720000,725000,1860000,519000
"ME105210",29000,14100,84700,41200,94800,8530,64200,10600,7740,50700,38000,32800,6210,47700,20100,421000,155000,44000,242000,29800,57900,17400,17100,6510,80100,92400,33100,20400,14300,7700,14600,303000,172000,85300,91000,16500,322000,5310,26200,178000,242000,76200,7210,32200,11000
"ME105211",6120000,8500000,23800000,17200000,10700000,4310000,14900000,5950000,4480000,21700000,1.3e+07,6280000,12500000,13500000,3460000,17400000,17600000,2.9e+07,18900000,9340000,9300000,20100000,2200000,4720000,23700000,23500000,7140000,9300000,16600000,4680000,8390000,10300000,18800000,2.7e+07,9730000,13700000,19900000,6630000,5830000,18600000,7120000,12900000,9430000,20100000,5370000
"ME105212",53800,161000,167000,481000,141000,164000,115000,48800,107000,196000,430000,93700,136000,181000,22700,107000,282000,4480000,39600,71600,90100,24100,520000,85700,131000,33600,324000,187000,225000,118000,69300,105000,130000,150000,132000,141000,131000,576000,350000,49600,88300,121000,183000,88600,140000
"ME105213",1440000,3310000,7320000,12900000,4700000,1740000,6450000,2690000,1520000,8040000,6380000,2540000,3280000,4360000,1160000,7120000,7220000,10900000,10500000,3980000,4840000,6680000,2130000,1930000,7890000,8950000,3980000,3440000,5520000,1760000,2440000,4690000,8410000,12300000,5170000,3850000,9e+06,2330000,2020000,8040000,3250000,6290000,3050000,3970000,1920000
"ME105214",1450,1740,690000,1730,1610,1850,5710,1940,NA,4820,2090,5570,7080,145000,2400,3140,2910,3180,4740,1780,2360,17600,1770,10300,13900,28000,4250,2010,3770,1480,7050,6220,1500,2720,1880,1380,38400,1610,2030,19800,2080,5400,NA,7350,1950
"ME105215",404000,3730,172000,5520,9080,22200,12300,32900,4200,35300,37700,51000,29800,17200,1990,407000,85000,51700,56500,7620,4390,9480,41200,9080,151000,34600,41900,538000,62200,5500,4800,23400,10700,8450,11700,32000,4160,12600,2460,93600,120000,4240,533000,3710,2670
"ME105216",48900,2540,6670,13600,195000,9570,4140,8100,2500,23800,23200,14100,170000,11500,1820,6550,54500,13000,490000,49900,7310,5280,14100,21100,29400,9020,4850,17800,18300,2610,8100,354000,37000,24200,221000,36400,44600,12600,5920,3740,5060,47600,29400,161000,2630
"ME105217",324000,473000,1370000,1330000,980000,325000,1060000,108000,149000,1260000,1360000,460000,483000,1180000,70800,1410000,1440000,1710000,1330000,698000,784000,963000,339000,394000,1210000,2280000,652000,507000,1470000,277000,375000,1350000,1500000,1420000,1050000,961000,1690000,571000,341000,976000,9e+05,1160000,557000,1310000,401000
"ME105218",1260,13200,6110,1790,2930,NA,3160,55400,2200,7900,1960,NA,220000,3120000,NA,2420,223000,NA,2950,2630,NA,2590,3520,NA,3620,4320000,2230,2130,92100,2130,53900,14700000,661000,794000,3020,130000,136000,371000,23000,438000,177000,536000,162000,422000,10400
"ME105219",4550,2030,333000,679000,2290,4460,11300,38000,7760,94400,3760,1680,1030,92400,925,5110,4130,7150,17500,4530,15400,4710,1850,1670,9260,567000,10700,2080,1120,1550,3700,103000,1440,4220,8830,5280,2920,1730,1420,2630,1630,2790,1460,177000,1780
"ME105220",194000,58300,646000,60500,146000,77000,171000,80000,173000,1760000,113000,170000,84900,343000,222000,117000,147000,127000,89000,139000,495000,97000,110000,269000,3360000,149000,223000,155000,145000,32000,70300,80400,212000,120000,93400,48000,170000,209000,114000,6e+06,166000,173000,23100,56200,93200
"ME105221",527000,887000,675000,1030000,310000,418000,925000,481000,930000,625000,895000,404000,153000,408000,390000,345000,1180000,911000,875000,380000,9e+05,934000,284000,887000,281000,594000,703000,248000,488000,831000,876000,786000,531000,1030000,324000,737000,1040000,443000,881000,503000,339000,1130000,259000,1530000,246000
"ME105222",18500,22000,155000,185000,26000,23200,32100,8770,18000,112000,76200,13100,34400,59800,2760,22500,56200,154000,110000,21200,38500,156000,11700,7000,143000,258000,97400,7560,89100,13700,3140,11500,105000,189000,35500,31400,44700,10300,2310,58700,26100,84100,13400,108000,50300
"ME105223",114000,1950,3430,1920,349000,NA,2170,NA,NA,2980,15200,NA,NA,2700000,NA,4610,204000,13600,534000,94700,209000,2530,3330,NA,90600,119000,NA,NA,1730,1530,16700,NA,NA,14900,78000,1190000,NA,199000,1310000,NA,NA,184000,NA,4380,88100
"ME105224",52600,323000,241000,2520000,527000,22800,1370000,109000,61500,2110000,640000,379000,259000,1220000,57200,353000,2350000,2520000,1070000,435000,231000,2110000,101000,22300,1720000,4090000,228000,450000,169000,77600,173000,1210000,934000,2990000,615000,763000,2080000,434000,23900,1600000,48000,2e+06,88300,701000,51000
"ME105225",NA,46800,104000,744000,1e+05,5590,NA,2800,1910,NA,1700,NA,6590,1260,NA,1720,76300,209000,71500,NA,28200,NA,1240,1540,2750,1750,NA,69300,43600,946,NA,5560,139000,453000,6740,26400,NA,NA,1960,NA,1740,NA,1570,22200,8580
"ME105226",16600000,37600000,55500000,50800000,23800000,12200000,20700000,17500000,6670000,48400000,44800000,18500000,1.02e+08,31400000,9700000,95600000,7.6e+07,1.01e+08,22300000,69700000,23300000,44200000,10400000,31600000,42600000,29300000,12700000,40900000,43100000,7220000,40500000,44500000,51600000,32200000,55600000,46700000,70500000,27300000,25100000,41900000,28400000,76100000,4.85e+08,20400000,15400000
"ME105227",78700,52300,174000,2420,161000,41100,153000,128000,26400,50900,564000,12600,97700,329000,22800,518000,64500,2860,479000,97300,1e+05,197000,11500,62500,265000,60800,260000,8910,369000,90400,63000,76600,161000,544000,339000,166000,91000,58400,16000,491000,498000,116000,126000,131000,114000
"ME105228",2850000,2340000,2260000,2470000,2410000,2590000,2280000,2430000,2580000,4690000,2980000,2700000,2250000,1970000,2590000,1740000,2820000,1920000,2370000,2270000,8320000,2150000,2690000,2360000,8570000,1910000,2780000,3150000,3090000,2480000,2340000,2700000,2140000,2480000,2510000,2380000,2450000,3460000,2730000,8650000,2610000,2630000,3690000,2030000,2450000
"ME105229",3260,2840,23500,3440,2300,1950,2610,2100,2200,44900,2870,4840,18000,1880,2320,2630,4340,282000,2730,6500,4940,8950,7150,11200,10700,1150,2300,61700,47500,1240,3090,10800,3760,5650,1090,2730,3110,9170,3850,4380,5240,2280,12600,6170,17100
"ME105230",44300,17000,325000,1670000,295000,23400,141000,31900,117000,1860000,267000,428000,344000,131000,23600,169000,286000,1110000,536000,124000,348000,301000,16800,214000,337000,2290000,26500,134000,1620000,55800,29100,301000,306000,180000,225000,1530000,1710000,73000,264000,994000,73800,434000,156000,78300,265000
"ME105231",2310,2450,4590,3470,6820,NA,1850,2250,NA,4610,1830,NA,2030,2840,1520,2720,NA,12500,1950,2570,NA,NA,25900,1810,1610,4770,NA,NA,1260,NA,2080,2800,2860,104000,3600,11400,6420,41600,NA,1540000,2780,4480,5690,10800,1770
